"clustering_method" "replicable_clusters" "non_replicable_clusters" "replicable_cells" "non_replicable_cells" "fraction_replicable_clusters" "fraction_replicable_cells" "clustering_name" "level"
"1" "Monocle.00" 4 45 1077 9628 0.0816326530612245 0.100607192900514 "Monocle" "00"
"2" "Monocle.05" 4 44 1077 9628 0.0833333333333333 0.100607192900514 "Monocle" "05"
"3" "Monocle.10" 4 44 1077 9628 0.0833333333333333 0.100607192900514 "Monocle" "10"
"4" "Monocle.100" 8 26 2340 8365 0.235294117647059 0.21858944418496 "Monocle" "100"
"5" "Monocle.15" 4 43 1077 9628 0.0851063829787234 0.100607192900514 "Monocle" "15"
"6" "Monocle.20" 4 43 1077 9628 0.0851063829787234 0.100607192900514 "Monocle" "20"
"7" "Monocle.25" 4 43 1077 9628 0.0851063829787234 0.100607192900514 "Monocle" "25"
"8" "Monocle.30" 4 42 1077 9628 0.0869565217391304 0.100607192900514 "Monocle" "30"
"9" "Monocle.35" 4 42 1077 9628 0.0869565217391304 0.100607192900514 "Monocle" "35"
"10" "Monocle.40" 4 41 1077 9628 0.0888888888888889 0.100607192900514 "Monocle" "40"
"11" "Monocle.45" 4 40 1077 9628 0.0909090909090909 0.100607192900514 "Monocle" "45"
"12" "Monocle.50" 4 39 1077 9628 0.0930232558139535 0.100607192900514 "Monocle" "50"
"13" "Monocle.55" 6 36 1813 8892 0.142857142857143 0.169360112097151 "Monocle" "55"
"14" "Monocle.60" 8 32 2184 8521 0.2 0.20401681457263 "Monocle" "60"
"15" "Monocle.65" 8 32 2184 8521 0.2 0.20401681457263 "Monocle" "65"
"16" "Monocle.70" 8 32 2184 8521 0.2 0.20401681457263 "Monocle" "70"
"17" "Monocle.75" 8 32 2184 8521 0.2 0.20401681457263 "Monocle" "75"
"18" "Monocle.80" 8 32 2184 8521 0.2 0.20401681457263 "Monocle" "80"
"19" "Monocle.85" 8 31 2249 8456 0.205128205128205 0.210088743577767 "Monocle" "85"
"20" "Monocle.90" 8 30 2249 8456 0.210526315789474 0.210088743577767 "Monocle" "90"
"21" "Monocle.95" 8 29 2340 8365 0.216216216216216 0.21858944418496 "Monocle" "95"
"22" "sc3.00" 6 67 1015 9690 0.0821917808219178 0.0948155067725362 "sc3" "00"
"23" "sc3.05" 8 64 1452 9253 0.111111111111111 0.135637552545539 "sc3" "05"
"24" "sc3.10" 8 63 1452 9253 0.112676056338028 0.135637552545539 "sc3" "10"
"25" "sc3.100" 8 42 2058 8647 0.16 0.192246613731901 "sc3" "100"
"26" "sc3.15" 8 63 1452 9253 0.112676056338028 0.135637552545539 "sc3" "15"
"27" "sc3.20" 8 63 1452 9253 0.112676056338028 0.135637552545539 "sc3" "20"
"28" "sc3.25" 8 62 1452 9253 0.114285714285714 0.135637552545539 "sc3" "25"
"29" "sc3.30" 8 62 1452 9253 0.114285714285714 0.135637552545539 "sc3" "30"
"30" "sc3.35" 8 61 1452 9253 0.115942028985507 0.135637552545539 "sc3" "35"
"31" "sc3.40" 8 61 1452 9253 0.115942028985507 0.135637552545539 "sc3" "40"
