"clustering_method" "replicable_clusters" "non_replicable_clusters" "replicable_cells" "non_replicable_cells" "fraction_replicable_clusters" "fraction_replicable_cells" "clustering_name" "level"
"1" "Monocle.00" 6 51 848 9857 0.105263157894737 0.0792153199439514 "Monocle" "00"
"2" "Monocle.05" 6 51 848 9857 0.105263157894737 0.0792153199439514 "Monocle" "05"
"3" "Monocle.10" 6 51 848 9857 0.105263157894737 0.0792153199439514 "Monocle" "10"
"4" "Monocle.100" 6 32 1766 8939 0.157894736842105 0.164969640354974 "Monocle" "100"
"5" "Monocle.15" 6 50 848 9857 0.107142857142857 0.0792153199439514 "Monocle" "15"
"6" "Monocle.20" 6 50 848 9857 0.107142857142857 0.0792153199439514 "Monocle" "20"
"7" "Monocle.25" 6 48 848 9857 0.111111111111111 0.0792153199439514 "Monocle" "25"
"8" "Monocle.30" 6 48 848 9857 0.111111111111111 0.0792153199439514 "Monocle" "30"
"9" "Monocle.35" 6 48 848 9857 0.111111111111111 0.0792153199439514 "Monocle" "35"
"10" "Monocle.40" 6 48 848 9857 0.111111111111111 0.0792153199439514 "Monocle" "40"
"11" "Monocle.45" 6 47 848 9857 0.113207547169811 0.0792153199439514 "Monocle" "45"
"12" "Monocle.50" 6 46 848 9857 0.115384615384615 0.0792153199439514 "Monocle" "50"
"13" "Monocle.55" 6 45 848 9857 0.117647058823529 0.0792153199439514 "Monocle" "55"
"14" "Monocle.60" 6 44 848 9857 0.12 0.0792153199439514 "Monocle" "60"
"15" "Monocle.65" 6 43 848 9857 0.122448979591837 0.0792153199439514 "Monocle" "65"
"16" "Monocle.70" 6 43 848 9857 0.122448979591837 0.0792153199439514 "Monocle" "70"
"17" "Monocle.75" 4 42 593 10112 0.0869565217391304 0.055394675385334 "Monocle" "75"
"18" "Monocle.80" 2 42 348 10357 0.0454545454545455 0.0325081737505838 "Monocle" "80"
"19" "Monocle.85" 4 37 1199 9506 0.0975609756097561 0.112003736571695 "Monocle" "85"
"20" "Monocle.90" 4 37 1199 9506 0.0975609756097561 0.112003736571695 "Monocle" "90"
"21" "Monocle.95" 4 37 1199 9506 0.0975609756097561 0.112003736571695 "Monocle" "95"
"22" "sc3.00" 6 47 1153 9552 0.113207547169811 0.107706679121906 "sc3" "00"
"23" "sc3.05" 6 47 1153 9552 0.113207547169811 0.107706679121906 "sc3" "05"
"24" "sc3.10" 6 47 1153 9552 0.113207547169811 0.107706679121906 "sc3" "10"
"25" "sc3.100" 6 36 1922 8783 0.142857142857143 0.179542269967305 "sc3" "100"
"26" "sc3.15" 6 47 1153 9552 0.113207547169811 0.107706679121906 "sc3" "15"
"27" "sc3.20" 6 47 1153 9552 0.113207547169811 0.107706679121906 "sc3" "20"
"28" "sc3.25" 6 47 1153 9552 0.113207547169811 0.107706679121906 "sc3" "25"
"29" "sc3.30" 6 47 1153 9552 0.113207547169811 0.107706679121906 "sc3" "30"
"30" "sc3.35" 6 47 1153 9552 0.113207547169811 0.107706679121906 "sc3" "35"
"31" "sc3.40" 6 47 1153 9552 0.113207547169811 0.107706679121906 "sc3" "40"
"32" "sc3.45" 6 47 1153 9552 0.113207547169811 0.107706679121906 "sc3" "45"
